Date,Temperature_C,Humidity_%,Rainfall_mm,Wind_Speed_kmph,Season,Cloud_Cover,Rain_Probability_%,Rain_Probability_Smoothed,Atmospheric_Pressure_hPa,UV_Index
2018-01-01,10.618101782710436,58.52142919229749,0.0,12.31993941811405,Winter,Partly Cloudy,34.088568268919175,,1021.6149373297503,0.0
2018-01-02,7.340279606636548,34.67983561008608,0.0,5.580836121681995,Winter,Overcast,46.07547908588876,,1035.885621831407,0.0
2018-01-03,14.016725176148132,51.242177333881365,0.0,5.2058449429580245,Winter,Overcast,83.71471404525055,,1029.3197060085001,0.0
2018-01-04,17.48663961200633,36.370173320348286,0.0,6.818249672071007,Winter,Clear,2.940770325013688,,1029.4107732250866,3.6439784951388234
2018-01-05,9.563633644393066,45.74269294896713,0.0,9.319450186421156,Winter,Clear,21.06966704162568,,1037.7712535308597,2.258521315937812
2018-01-06,14.177793420835693,34.18481581956125,0.0,7.921446485352181,Winter,Partly Cloudy,0.0,,1025.465206202094,0.2987256568481085
2018-01-07,11.84104976325554,53.55527884179041,0.0,6.996737821583597,Winter,Partly Cloudy,43.09805052585541,,1024.0999033245175,0.0
2018-01-08,13.886218532930638,31.393512381599933,0.0,11.075448519014383,Winter,Clear,0.0,,1021.5762025638246,2.1787126912323997
2018-01-09,5.975773894779193,58.4665661176,0.0,14.656320330745594,Winter,Cloudy,45.073422440646624,,1023.0654906382385,0.0
2018-01-10,9.56920653760056,32.93016342019152,0.0,11.842330265121568,Winter,Partly Cloudy,0.0,,1019.1415004894176,0.0
2018-01-11,6.830573522671682,44.85530730333811,0.0,5.343885211152184,Winter,Overcast,65.98547519267932,,1033.4365703942517,0.0
2018-01-12,8.881699724000253,49.87566853061946,0.0,8.11711076089411,Winter,Partly Cloudy,15.923258012852736,,1017.6593962020903,0.0
2018-01-13,13.200654190149194,35.54563366576581,0.0,14.695846277645586,Winter,Cloudy,16.052445701637772,,1017.155231737292,0.0
2018-01-14,19.09248412346284,56.844820512829465,0.0,10.978999788110851,Winter,Overcast,94.49253539387688,,1023.7991528656207,0.0
2018-01-15,6.327387530778792,35.87948587257436,0.0,5.45227288910538,Winter,Partly Cloudy,0.0,,1023.6534506105285,0.0
2018-01-16,10.830159345342231,38.14047095321688,0.0,13.287375091519294,Winter,Partly Cloudy,0.0,29.329295539678753,1031.159009308972,0.0
2018-01-17,9.214017645310712,46.28088249474746,0.0,6.409242249747626,Winter,Cloudy,70.79642570258663,29.374809472318635,1034.513616226069,0.0
2018-01-18,6.118259655196562,59.60660809801552,0.0,12.722447692966574,Winter,Clear,6.967974997714421,29.855606109077645,1022.4688861273506,1.7973674050057007
2018-01-19,5.082831756854036,54.46384285364503,0.0,12.068573438476172,Winter,Cloudy,38.17866880790302,27.065115640902626,1029.7547814430707,0.0
2018-01-20,16.569055200289185,32.22133955202271,0.0,8.584657285442727,Winter,Clear,3.6536380472100447,28.254812003544796,1028.7584803220075,3.2361780253237242
2018-01-21,17.946551388133905,48.69894380482674,0.0,8.308980248526492,Winter,Clear,15.57971493389914,29.396804757613218,1029.0047649322041,3.0654803050840913
2018-01-22,9.664734825734932,39.755499660802414,0.0,12.29606178338064,Winter,Cloudy,12.997885906563162,30.14995177965336,1031.029002207227,0.0
2018-01-23,18.308191138644897,44.16644775485848,0.0,6.1959424593830175,Winter,Cloudy,58.598691154438434,28.713350095458182,1027.064062882027,0.0
2018-01-24,16.411775729253463,46.83831592708489,0.0,12.70967179954561,Winter,Partly Cloudy,42.53534962664662,28.713350095458182,1034.4406754389986,0.0
2018-01-25,12.840992440729911,42.82623055075649,0.0,5.254191267440952,Winter,Clear,0.0,27.21090268076996,1030.269629915661,3.2473969966495244
2018-01-26,5.471437785301013,49.09231233791341,0.0,8.143559810763268,Winter,Partly Cloudy,10.551035364505232,29.63137171262763,1037.8800700262527,0.0
2018-01-27,18.613497108891394,37.478766874466245,0.0,9.103829230356297,Winter,Cloudy,41.00060961190994,28.37468335813083,1032.9437941568926,0.0
2018-01-28,8.431972482374338,32.30939729486379,0.0,7.89751452913768,Winter,Clear,0.0,28.127466826333418,1026.2033394114285,2.565435584962976
2018-01-29,18.9454647851386,54.24361138693251,0.0,11.334037565104236,Winter,Overcast,94.1695804132857,27.59238530294549,1033.677131682285,0.0
2018-01-30,17.055081153486718,35.59710176658108,0.0,13.925589984899778,Winter,Partly Cloudy,16.33490558945363,24.442634123149595,1015.7876855177905,0.0
2018-01-31,17.111602327460936,56.8827389977048,0.0,8.180034749718638,Winter,Clear,35.4539862481157,25.416909968966777,1013.4610048418828,2.484424617173505
2018-02-01,8.419027438129126,42.81323365878769,0.0,13.18014765922493,Winter,Overcast,60.499378188659065,26.445133266235107,1020.6782532300962,0.0
2018-02-02,5.104281957967861,45.32241907732697,0.0,9.174110031487787,Winter,Clear,0.0,24.100184816489826,1029.799383349024,2.4108774069836505
2018-02-03,6.797980510005242,40.12845514210884,0.0,14.429097039125192,Winter,Partly Cloudy,38.63166120427871,25.33996360928127,1022.1594249627057,0.0
2018-02-04,12.781859326150492,51.09056876685533,0.0,8.63629602379294,Winter,Overcast,55.3294496636784,25.076456806089187,1015.4627891624732,0.0
2018-02-05,19.43670942413167,37.55346887476093,0.0,9.972485058923857,Winter,Partly Cloudy,22.594410661204314,27.50712792646847,1013.0791578044906,0.554446265452397
2018-02-06,9.272607415662014,31.106608420635983,0.0,11.095643339798968,Winter,Partly Cloudy,0.0,28.297172399490123,1037.5400623134983,0.0
2018-02-07,5.77218126874984,38.359393927098346,0.0,14.082658859666536,Winter,Clear,0.0,28.652476940468468,1035.884300340702,1.588406930256675
2018-02-08,7.173423081368346,44.68358280832689,0.0,14.856504541106007,Winter,Clear,0.0,27.1643011932367,1027.301995208235,2.662679888203987
2018-02-09,15.08203321108818,52.84858845986153,0.0,7.376375439923997,Winter,Cloudy,72.61407095573009,25.74645620568181,1036.6329525553813,0.0
2018-02-10,10.516746990788798,48.96917491780738,0.0,11.335297107608948,Winter,Partly Cloudy,28.28482455777524,26.901194151527907,1036.3278376827452,0.0
2018-02-11,6.354346550816125,55.05907486767714,0.0,8.207800649717358,Winter,Clear,8.506762058930413,26.746968776427703,1019.7319191958161,1.4958348485669275
2018-02-12,5.611627123321458,47.72678829564725,0.0,11.775643618422825,Winter,Clear,0.0,25.380281789364037,1032.7326529963882,1.9019822655343828
2018-02-13,12.681395874489215,36.79487325593814,0.0,11.4517279040945,Winter,Clear,0.0,27.31929304471778,1011.967998557821,2.604084806787474
2018-02-14,15.364066071536987,41.60206038901613,0.0,14.367299887367343,Winter,Clear,29.228275374515448,25.536688655756176,1016.2061931457042,3.0770788505473434
2018-02-15,10.115995265753876,33.40420563721767,0.0,14.246936182785628,Winter,Overcast,30.84669891804984,24.99219180277439,1011.0929738590663,0.0
2018-02-16,8.869124415727335,49.79952138102537,0.0,13.17222200201216,Winter,Partly Cloudy,0.4479722102281656,23.81039226117053,1013.5772463692422,0.0
2018-02-17,12.944758675340095,37.255568727013554,0.0,5.931027678058992,Winter,Overcast,44.16133878145783,23.19918655637202,1035.9959773291528,0.0
2018-02-18,18.506270857449955,48.99304371819804,0.0,8.390297910487007,Winter,Partly Cloudy,30.27346471214057,23.19918655637202,1022.0745122442604,0.0
2018-02-19,15.889335183053593,56.913307798577314,0.0,13.870864242651171,Winter,Cloudy,76.57377165858858,21.911464516229394,1026.1860436901377,0.0
2018-02-20,14.630474692314316,32.52419894985147,0.0,6.616287140946138,Winter,Overcast,39.28104912454869,20.067149527440115,1023.4749334328529,0.0
2018-02-21,14.09643589489385,30.27591154849889,0.0,6.014715428660321,Winter,Cloudy,23.65702213591342,19.314002505399973,1034.950465290606,0.0
2018-02-22,5.07592375769328,34.82424154252496,0.0,10.48733789366586,Winter,Cloudy,13.95341873748538,19.667074933761615,1020.3779769265697,0.0
2018-02-23,14.779418892539008,36.7280792838168,0.0,12.12179221347536,Winter,Clear,0.0,19.901809487179847,1035.1179377063404,3.3688429894894782
2018-02-24,9.880995472389015,52.394742153540726,0.0,11.496328990472149,Winter,Cloudy,34.64213837538276,19.901809487179843,1021.0431945960543,0.0
2018-02-25,14.86419338450515,47.04925810006415,0.0,5.936747678280925,Winter,Partly Cloudy,5.924274111499209,17.552126144874457,1030.493613471325,0.0
2018-02-26,8.978035515225882,37.319689301372506,0.0,14.730105547524456,Winter,Partly Cloudy,0.0,16.60929865961528,1021.3141822559484,0.0
2018-02-27,18.3806983276567,48.93415877991789,0.0,12.948113035416483,Winter,Partly Cloudy,58.1703376606124,16.325739924317602,1024.2090469227358,0.0
2018-02-28,13.653558269395386,44.77553081456592,0.0,6.952429877980445,Winter,Cloudy,40.69144874443744,16.325739924317602,1026.8924284742734,0.0
2018-03-01,34.21158543661284,20.48631932862908,0.0,19.68208443860752,Summer,Clear,0.0,16.325739924317602,989.4209146163789,9.822346411372841
2018-03-02,44.10687876529372,39.07857154005175,0.0,23.72296585330673,Summer,Partly Cloudy,0.0,15.35146407850042,987.1926303877124,8.50957286081904
2018-03-03,30.231849247933013,38.5663712517545,0.0,16.422762224759715,Summer,Overcast,42.16320704470364,15.620033167738455,996.5083830017612,3.1455084537046423
2018-03-04,44.45429965633879,37.060189109347206,0.0,14.416733381043786,Summer,Partly Cloudy,0.0,15.605100760730851,1001.6089156918111,9.508354913295161
2018-03-05,42.76705007275285,26.338440103125556,0.0,12.542391200291387,Summer,Partly Cloudy,0.0,14.133056134682256,1004.9456776940324,10.373499739070828
2018-03-06,44.04232161241171,33.920595933499456,0.0,18.55091755134048,Summer,Clear,0.0,13.367033940001374,994.021443886208,11.85071341729492
2018-03-07,39.22510840048754,39.80107700208527,0.0,12.10126022854786,Summer,Partly Cloudy,0.0,10.814574884715089,995.9726267961161,10.017173346365666
2018-03-08,43.16059607891933,34.81537235508409,0.0,20.455236114929026,Summer,Cloudy,10.592172850849302,9.505206580563465,988.8379849528897,7.514507145806119
2018-03-09,35.392367268296326,25.871836885289863,0.0,22.140417332177705,Summer,Cloudy,7.042036602546995,9.605966350765751,996.3373313072798,6.766782938472028
2018-03-10,43.00608477870156,38.26481105112943,0.0,17.67013598291407,Summer,Partly Cloudy,0.0,9.56770906804155,996.0084376205316,9.93483660311652
2018-03-11,41.97442768450163,32.999278615555305,0.0,20.529503158865552,Summer,Cloudy,2.1235706865684207,9.56770906804155,989.561753883104,7.120443195265048
2018-03-12,43.350080127263496,26.759903137030715,0.0,15.63374428959916,Summer,Clear,0.0,8.412971122195456,992.7371209832764,12.0
